match,team,opponent,team_score,opponent_score,result
Granada_CeltaVigo,Granada,CeltaVigo,1.0,1.0,draw
Barcelona_AthleticClub,Barcelona,AthleticClub,2.0,1.0,win
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,2.0,loss
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,2.0,loss
Barcelona_AthleticClub,Barcelona,AthleticClub,2.0,1.0,win
RealBetis_Osasuna,RealBetis,Osasuna,2.0,1.0,win
Osasuna_RealBetis,Osasuna,RealBetis,1.0,2.0,loss
Osasuna_RealBetis,Osasuna,RealBetis,1.0,2.0,loss
RealBetis_Osasuna,RealBetis,Osasuna,2.0,1.0,win
DeportivoAlaves_RealValladolid,DeportivoAlaves,RealValladolid,1.0,1.0,win
RealValladolid_DeportivoAlaves,RealValladolid,DeportivoAlaves,1.0,1.0,loss
RealValladolid_DeportivoAlaves,RealValladolid,DeportivoAlaves,1.0,1.0,loss
DeportivoAlaves_RealValladolid,DeportivoAlaves,RealValladolid,1.0,1.0,win
LevanteUD_Granada,LevanteUD,Granada,2.0,2.0,draw
Granada_LevanteUD,Granada,LevanteUD,2.0,2.0,draw
Granada_LevanteUD,Granada,LevanteUD,2.0,2.0,draw
LevanteUD_Granada,LevanteUD,Granada,2.0,2.0,draw
Huesca_RealMadrid,Huesca,RealMadrid,1.0,3.0,loss
RealMadrid_Huesca,RealMadrid,Huesca,3.0,1.0,win
RealMadrid_Huesca,RealMadrid,Huesca,3.0,1.0,win
Huesca_RealMadrid,Huesca,RealMadrid,1.0,3.0,loss
Elche_Villarreal,Elche,Villarreal,2.0,2.0,draw
Villarreal_Elche,Villarreal,Elche,2.0,2.0,draw
Villarreal_Elche,Villarreal,Elche,2.0,2.0,draw
Elche_Villarreal,Elche,Villarreal,2.0,2.0,draw
Sevilla_Getafe,Sevilla,Getafe,3.0,1.0,win
Getafe_Sevilla,Getafe,Sevilla,1.0,3.0,loss
Getafe_Sevilla,Getafe,Sevilla,1.0,3.0,loss
Sevilla_Getafe,Sevilla,Getafe,3.0,1.0,win
RealSociedad_Cadiz,RealSociedad,Cadiz,5.0,1.0,win
Cadiz_RealSociedad,Cadiz,RealSociedad,1.0,5.0,loss
Cadiz_RealSociedad,Cadiz,RealSociedad,1.0,5.0,loss
RealSociedad_Cadiz,RealSociedad,Cadiz,5.0,1.0,win
AthleticClub_Valencia,AthleticClub,Valencia,1.0,2.0,draw
Valencia_AthleticClub,Valencia,AthleticClub,2.0,1.0,draw
Valencia_AthleticClub,Valencia,AthleticClub,2.0,1.0,draw
AthleticClub_Valencia,AthleticClub,Valencia,1.0,2.0,draw
Osasuna_Eibar,Osasuna,Eibar,2.0,1.0,win
Eibar_Osasuna,Eibar,Osasuna,1.0,2.0,loss
Eibar_Osasuna,Eibar,Osasuna,1.0,2.0,loss
Osasuna_Eibar,Osasuna,Eibar,2.0,1.0,win
RealBetis_Barcelona,RealBetis,Barcelona,2.0,4.0,loss
Barcelona_RealBetis,Barcelona,RealBetis,4.0,2.0,win
Barcelona_RealBetis,Barcelona,RealBetis,4.0,2.0,win
RealBetis_Barcelona,RealBetis,Barcelona,2.0,4.0,loss
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,3.0,3.0,draw
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,3.0,3.0,draw
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,3.0,3.0,draw
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,3.0,3.0,draw
CeltaVigo_Elche,CeltaVigo,Elche,3.0,2.0,win
Elche_CeltaVigo,Elche,CeltaVigo,2.0,3.0,loss
Elche_CeltaVigo,Elche,CeltaVigo,2.0,3.0,loss
CeltaVigo_Elche,CeltaVigo,Elche,3.0,2.0,win
Granada_AtleticoMadrid,Granada,AtleticoMadrid,2.0,2.0,loss
AtleticoMadrid_Granada,AtleticoMadrid,Granada,2.0,2.0,win
AtleticoMadrid_Granada,AtleticoMadrid,Granada,2.0,2.0,win
Granada_AtleticoMadrid,Granada,AtleticoMadrid,2.0,2.0,loss
Sevilla_Huesca,Sevilla,Huesca,2.0,1.0,win
Huesca_Sevilla,Huesca,Sevilla,1.0,2.0,loss
Huesca_Sevilla,Huesca,Sevilla,1.0,2.0,loss
Sevilla_Huesca,Sevilla,Huesca,2.0,1.0,win
Eibar_RealValladolid,Eibar,RealValladolid,1.0,1.0,draw
RealValladolid_Eibar,RealValladolid,Eibar,1.0,1.0,draw
RealValladolid_Eibar,RealValladolid,Eibar,1.0,1.0,draw
Eibar_RealValladolid,Eibar,RealValladolid,1.0,1.0,draw
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,5.0,2.0,win
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,2.0,5.0,loss
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,2.0,5.0,loss
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,5.0,2.0,win
Getafe_RealSociedad,Getafe,RealSociedad,0.0,2.0,loss
RealSociedad_Getafe,RealSociedad,Getafe,2.0,0.0,win
RealSociedad_Getafe,RealSociedad,Getafe,2.0,0.0,win
Getafe_RealSociedad,Getafe,RealSociedad,0.0,2.0,loss
RealMadrid_Valencia,RealMadrid,Valencia,3.0,1.0,win
Valencia_RealMadrid,Valencia,RealMadrid,1.0,3.0,loss
Valencia_RealMadrid,Valencia,RealMadrid,1.0,3.0,loss
RealMadrid_Valencia,RealMadrid,Valencia,3.0,1.0,win
LevanteUD_Osasuna,LevanteUD,Osasuna,1.0,2.0,loss
Osasuna_LevanteUD,Osasuna,LevanteUD,2.0,1.0,win
Osasuna_LevanteUD,Osasuna,LevanteUD,2.0,1.0,win
LevanteUD_Osasuna,LevanteUD,Osasuna,1.0,2.0,loss
Villarreal_RealBetis,Villarreal,RealBetis,1.0,2.0,loss
RealBetis_Villarreal,RealBetis,Villarreal,2.0,1.0,win
RealBetis_Villarreal,RealBetis,Villarreal,2.0,1.0,win
Villarreal_RealBetis,Villarreal,RealBetis,1.0,2.0,loss
Cadiz_AthleticClub,Cadiz,AthleticClub,1.0,4.0,loss
AthleticClub_Cadiz,AthleticClub,Cadiz,4.0,1.0,win
AthleticClub_Cadiz,AthleticClub,Cadiz,4.0,1.0,win
Cadiz_AthleticClub,Cadiz,AthleticClub,1.0,4.0,loss
RealBetis_Getafe,RealBetis,Getafe,2.0,0.0,win
Getafe_RealBetis,Getafe,RealBetis,0.0,2.0,loss
Getafe_RealBetis,Getafe,RealBetis,0.0,2.0,loss
RealBetis_Getafe,RealBetis,Getafe,2.0,0.0,win
Elche_Eibar,Elche,Eibar,1.0,1.0,win
Eibar_Elche,Eibar,Elche,1.0,1.0,loss
Eibar_Elche,Eibar,Elche,1.0,1.0,loss
Elche_Eibar,Elche,Eibar,1.0,1.0,win
AtleticoMadrid_LevanteUD,AtleticoMadrid,LevanteUD,1.0,3.0,loss
LevanteUD_AtleticoMadrid,LevanteUD,AtleticoMadrid,3.0,1.0,win
LevanteUD_AtleticoMadrid,LevanteUD,AtleticoMadrid,3.0,1.0,win
AtleticoMadrid_LevanteUD,AtleticoMadrid,LevanteUD,1.0,3.0,loss
Valencia_CeltaVigo,Valencia,CeltaVigo,3.0,0.0,win
CeltaVigo_Valencia,CeltaVigo,Valencia,0.0,3.0,loss
CeltaVigo_Valencia,CeltaVigo,Valencia,0.0,3.0,loss
Valencia_CeltaVigo,Valencia,CeltaVigo,3.0,0.0,win
RealValladolid_RealMadrid,RealValladolid,RealMadrid,0.0,1.0,loss
RealMadrid_RealValladolid,RealMadrid,RealValladolid,1.0,0.0,win
RealMadrid_RealValladolid,RealMadrid,RealValladolid,1.0,0.0,win
RealValladolid_RealMadrid,RealValladolid,RealMadrid,0.0,1.0,loss
Barcelona_Cadiz,Barcelona,Cadiz,2.0,2.0,draw
Cadiz_Barcelona,Cadiz,Barcelona,2.0,2.0,draw
Cadiz_Barcelona,Cadiz,Barcelona,2.0,2.0,draw
Barcelona_Cadiz,Barcelona,Cadiz,2.0,2.0,draw
RealSociedad_DeportivoAlaves,RealSociedad,DeportivoAlaves,4.0,0.0,win
DeportivoAlaves_RealSociedad,DeportivoAlaves,RealSociedad,0.0,4.0,loss
DeportivoAlaves_RealSociedad,DeportivoAlaves,RealSociedad,0.0,4.0,loss
RealSociedad_DeportivoAlaves,RealSociedad,DeportivoAlaves,4.0,0.0,win
Huesca_Granada,Huesca,Granada,4.0,2.0,win
Granada_Huesca,Granada,Huesca,2.0,4.0,loss
Granada_Huesca,Granada,Huesca,2.0,4.0,loss
Huesca_Granada,Huesca,Granada,4.0,2.0,win
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,2.0,draw
Villarreal_AthleticClub,Villarreal,AthleticClub,2.0,1.0,draw
Villarreal_AthleticClub,Villarreal,AthleticClub,2.0,1.0,draw
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,2.0,draw
Osasuna_Sevilla,Osasuna,Sevilla,1.0,3.0,loss
Sevilla_Osasuna,Sevilla,Osasuna,3.0,1.0,win
Sevilla_Osasuna,Sevilla,Osasuna,3.0,1.0,win
Osasuna_Sevilla,Osasuna,Sevilla,1.0,3.0,loss
LevanteUD_AthleticClub,LevanteUD,AthleticClub,1.0,1.0,draw
AthleticClub_LevanteUD,AthleticClub,LevanteUD,1.0,1.0,draw
AthleticClub_LevanteUD,AthleticClub,LevanteUD,1.0,1.0,draw
LevanteUD_AthleticClub,LevanteUD,AthleticClub,1.0,1.0,draw
Eibar_Huesca,Eibar,Huesca,1.0,1.0,draw
Huesca_Eibar,Huesca,Eibar,1.0,1.0,draw
Huesca_Eibar,Huesca,Eibar,1.0,1.0,draw
Eibar_Huesca,Eibar,Huesca,1.0,1.0,draw
Sevilla_Barcelona,Sevilla,Barcelona,0.0,3.0,loss
Barcelona_Sevilla,Barcelona,Sevilla,3.0,0.0,win
Barcelona_Sevilla,Barcelona,Sevilla,3.0,0.0,win
Sevilla_Barcelona,Sevilla,Barcelona,0.0,3.0,loss
DeportivoAlaves_Osasuna,DeportivoAlaves,Osasuna,0.0,1.0,loss
Osasuna_DeportivoAlaves,Osasuna,DeportivoAlaves,1.0,0.0,win
Osasuna_DeportivoAlaves,Osasuna,DeportivoAlaves,1.0,0.0,win
DeportivoAlaves_Osasuna,DeportivoAlaves,Osasuna,0.0,1.0,loss
Getafe_Valencia,Getafe,Valencia,3.0,1.0,win
Valencia_Getafe,Valencia,Getafe,1.0,3.0,loss
Valencia_Getafe,Valencia,Getafe,1.0,3.0,loss
Getafe_Valencia,Getafe,Valencia,3.0,1.0,win
CeltaVigo_RealValladolid,CeltaVigo,RealValladolid,2.0,2.0,draw
RealValladolid_CeltaVigo,RealValladolid,CeltaVigo,2.0,2.0,draw
RealValladolid_CeltaVigo,RealValladolid,CeltaVigo,2.0,2.0,draw
CeltaVigo_RealValladolid,CeltaVigo,RealValladolid,2.0,2.0,draw
Cadiz_RealBetis,Cadiz,RealBetis,1.0,2.0,loss
RealBetis_Cadiz,RealBetis,Cadiz,2.0,1.0,win
RealBetis_Cadiz,RealBetis,Cadiz,2.0,1.0,win
Cadiz_RealBetis,Cadiz,RealBetis,1.0,2.0,loss
Granada_Elche,Granada,Elche,3.0,1.0,win
Elche_Granada,Elche,Granada,1.0,3.0,loss
Elche_Granada,Elche,Granada,1.0,3.0,loss
Granada_Elche,Granada,Elche,3.0,1.0,win
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,1.0,3.0,loss
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,3.0,1.0,win
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,3.0,1.0,win
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,1.0,3.0,loss
RealMadrid_RealSociedad,RealMadrid,RealSociedad,2.0,1.0,draw
RealSociedad_RealMadrid,RealSociedad,RealMadrid,1.0,2.0,draw
RealSociedad_RealMadrid,RealSociedad,RealMadrid,1.0,2.0,draw
RealMadrid_RealSociedad,RealMadrid,RealSociedad,2.0,1.0,draw
Valencia_Villarreal,Valencia,Villarreal,3.0,2.0,win
Villarreal_Valencia,Villarreal,Valencia,2.0,3.0,loss
Villarreal_Valencia,Villarreal,Valencia,2.0,3.0,loss
Valencia_Villarreal,Valencia,Villarreal,3.0,2.0,win
RealValladolid_Getafe,RealValladolid,Getafe,3.0,1.0,win
Getafe_RealValladolid,Getafe,RealValladolid,1.0,3.0,loss
Getafe_RealValladolid,Getafe,RealValladolid,1.0,3.0,loss
RealValladolid_Getafe,RealValladolid,Getafe,3.0,1.0,win
Elche_Sevilla,Elche,Sevilla,2.0,2.0,win
Sevilla_Elche,Sevilla,Elche,2.0,2.0,loss
Sevilla_Elche,Sevilla,Elche,2.0,2.0,loss
Elche_Sevilla,Elche,Sevilla,2.0,2.0,win
Cadiz_Eibar,Cadiz,Eibar,2.0,1.0,win
Eibar_Cadiz,Eibar,Cadiz,1.0,2.0,loss
Eibar_Cadiz,Eibar,Cadiz,1.0,2.0,loss
Cadiz_Eibar,Cadiz,Eibar,2.0,1.0,win
Osasuna_Barcelona,Osasuna,Barcelona,0.0,3.0,loss
Barcelona_Osasuna,Barcelona,Osasuna,3.0,0.0,win
Barcelona_Osasuna,Barcelona,Osasuna,3.0,0.0,win
Osasuna_Barcelona,Osasuna,Barcelona,0.0,3.0,loss
Huesca_CeltaVigo,Huesca,CeltaVigo,3.0,5.0,loss
CeltaVigo_Huesca,CeltaVigo,Huesca,5.0,3.0,win
CeltaVigo_Huesca,CeltaVigo,Huesca,5.0,3.0,win
Huesca_CeltaVigo,Huesca,CeltaVigo,3.0,5.0,loss
AtleticoMadrid_RealMadrid,AtleticoMadrid,RealMadrid,2.0,2.0,draw
RealMadrid_AtleticoMadrid,RealMadrid,AtleticoMadrid,2.0,2.0,draw
RealMadrid_AtleticoMadrid,RealMadrid,AtleticoMadrid,2.0,2.0,draw
AtleticoMadrid_RealMadrid,AtleticoMadrid,RealMadrid,2.0,2.0,draw
RealSociedad_LevanteUD,RealSociedad,LevanteUD,1.0,1.0,win
LevanteUD_RealSociedad,LevanteUD,RealSociedad,1.0,1.0,loss
LevanteUD_RealSociedad,LevanteUD,RealSociedad,1.0,1.0,loss
RealSociedad_LevanteUD,RealSociedad,LevanteUD,1.0,1.0,win
AthleticClub_Granada,AthleticClub,Granada,3.0,1.0,win
Granada_AthleticClub,Granada,AthleticClub,1.0,3.0,loss
Granada_AthleticClub,Granada,AthleticClub,1.0,3.0,loss
AthleticClub_Granada,AthleticClub,Granada,3.0,1.0,win
RealBetis_DeportivoAlaves,RealBetis,DeportivoAlaves,4.0,3.0,win
DeportivoAlaves_RealBetis,DeportivoAlaves,RealBetis,3.0,4.0,loss
DeportivoAlaves_RealBetis,DeportivoAlaves,RealBetis,3.0,4.0,loss
RealBetis_DeportivoAlaves,RealBetis,DeportivoAlaves,4.0,3.0,win
LevanteUD_Valencia,LevanteUD,Valencia,2.0,0.0,win
Valencia_LevanteUD,Valencia,LevanteUD,0.0,2.0,loss
Valencia_LevanteUD,Valencia,LevanteUD,0.0,2.0,loss
LevanteUD_Valencia,LevanteUD,Valencia,2.0,0.0,win
DeportivoAlaves_Cadiz,DeportivoAlaves,Cadiz,2.0,2.0,draw
Cadiz_DeportivoAlaves,Cadiz,DeportivoAlaves,2.0,2.0,draw
Cadiz_DeportivoAlaves,Cadiz,DeportivoAlaves,2.0,2.0,draw
DeportivoAlaves_Cadiz,DeportivoAlaves,Cadiz,2.0,2.0,draw
RealMadrid_Elche,RealMadrid,Elche,3.0,2.0,win
Elche_RealMadrid,Elche,RealMadrid,2.0,3.0,loss
Elche_RealMadrid,Elche,RealMadrid,2.0,3.0,loss
RealMadrid_Elche,RealMadrid,Elche,3.0,2.0,win
Osasuna_RealValladolid,Osasuna,RealValladolid,0.0,1.0,draw
RealValladolid_Osasuna,RealValladolid,Osasuna,1.0,0.0,draw
RealValladolid_Osasuna,RealValladolid,Osasuna,1.0,0.0,draw
Osasuna_RealValladolid,Osasuna,RealValladolid,0.0,1.0,draw
Getafe_AtleticoMadrid,Getafe,AtleticoMadrid,1.0,0.0,draw
AtleticoMadrid_Getafe,AtleticoMadrid,Getafe,0.0,1.0,draw
AtleticoMadrid_Getafe,AtleticoMadrid,Getafe,0.0,1.0,draw
Getafe_AtleticoMadrid,Getafe,AtleticoMadrid,1.0,0.0,draw
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,0.0,0.0,draw
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,0.0,0.0,draw
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,0.0,0.0,draw
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,0.0,0.0,draw
Granada_RealSociedad,Granada,RealSociedad,1.0,0.0,win
RealSociedad_Granada,RealSociedad,Granada,0.0,1.0,loss
RealSociedad_Granada,RealSociedad,Granada,0.0,1.0,loss
Granada_RealSociedad,Granada,RealSociedad,1.0,0.0,win
Eibar_Villarreal,Eibar,Villarreal,1.0,3.0,loss
Villarreal_Eibar,Villarreal,Eibar,3.0,1.0,win
Villarreal_Eibar,Villarreal,Eibar,3.0,1.0,win
Eibar_Villarreal,Eibar,Villarreal,1.0,3.0,loss
Sevilla_RealBetis,Sevilla,RealBetis,1.0,0.0,win
RealBetis_Sevilla,RealBetis,Sevilla,0.0,1.0,loss
RealBetis_Sevilla,RealBetis,Sevilla,0.0,1.0,loss
Sevilla_RealBetis,Sevilla,RealBetis,1.0,0.0,win
Barcelona_Huesca,Barcelona,Huesca,5.0,1.0,win
Huesca_Barcelona,Huesca,Barcelona,1.0,5.0,loss
Huesca_Barcelona,Huesca,Barcelona,1.0,5.0,loss
Barcelona_Huesca,Barcelona,Huesca,5.0,1.0,win
RealBetis_LevanteUD,RealBetis,LevanteUD,2.0,0.0,win
LevanteUD_RealBetis,LevanteUD,RealBetis,0.0,2.0,loss
LevanteUD_RealBetis,LevanteUD,RealBetis,0.0,2.0,loss
RealBetis_LevanteUD,RealBetis,LevanteUD,2.0,0.0,win
AthleticClub_Eibar,AthleticClub,Eibar,2.0,2.0,draw
Eibar_AthleticClub,Eibar,AthleticClub,2.0,2.0,draw
Eibar_AthleticClub,Eibar,AthleticClub,2.0,2.0,draw
AthleticClub_Eibar,AthleticClub,Eibar,2.0,2.0,draw
CeltaVigo_RealMadrid,CeltaVigo,RealMadrid,2.0,4.0,loss
RealMadrid_CeltaVigo,RealMadrid,CeltaVigo,4.0,2.0,win
RealMadrid_CeltaVigo,RealMadrid,CeltaVigo,4.0,2.0,win
CeltaVigo_RealMadrid,CeltaVigo,RealMadrid,2.0,4.0,loss
Huesca_Osasuna,Huesca,Osasuna,0.0,0.0,draw
Osasuna_Huesca,Osasuna,Huesca,0.0,0.0,draw
Osasuna_Huesca,Osasuna,Huesca,0.0,0.0,draw
Huesca_Osasuna,Huesca,Osasuna,0.0,0.0,draw
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,2.0,draw
Sevilla_RealValladolid,Sevilla,RealValladolid,2.0,1.0,draw
Sevilla_RealValladolid,Sevilla,RealValladolid,2.0,1.0,draw
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,2.0,draw
Getafe_Elche,Getafe,Elche,1.0,1.0,draw
Elche_Getafe,Elche,Getafe,1.0,1.0,draw
Elche_Getafe,Elche,Getafe,1.0,1.0,draw
Getafe_Elche,Getafe,Elche,1.0,1.0,draw
Valencia_Granada,Valencia,Granada,3.0,1.0,win
Granada_Valencia,Granada,Valencia,1.0,3.0,loss
Granada_Valencia,Granada,Valencia,1.0,3.0,loss
Valencia_Granada,Valencia,Granada,3.0,1.0,win
Villarreal_Cadiz,Villarreal,Cadiz,2.0,2.0,win
Cadiz_Villarreal,Cadiz,Villarreal,2.0,2.0,loss
Cadiz_Villarreal,Cadiz,Villarreal,2.0,2.0,loss
Villarreal_Cadiz,Villarreal,Cadiz,2.0,2.0,win
AtleticoMadrid_DeportivoAlaves,AtleticoMadrid,DeportivoAlaves,1.0,1.0,win
DeportivoAlaves_AtleticoMadrid,DeportivoAlaves,AtleticoMadrid,1.0,1.0,loss
DeportivoAlaves_AtleticoMadrid,DeportivoAlaves,AtleticoMadrid,1.0,1.0,loss
AtleticoMadrid_DeportivoAlaves,AtleticoMadrid,DeportivoAlaves,1.0,1.0,win
RealSociedad_Barcelona,RealSociedad,Barcelona,2.0,7.0,loss
Barcelona_RealSociedad,Barcelona,RealSociedad,7.0,2.0,win
Barcelona_RealSociedad,Barcelona,RealSociedad,7.0,2.0,win
RealSociedad_Barcelona,RealSociedad,Barcelona,2.0,7.0,loss
LevanteUD_Huesca,LevanteUD,Huesca,1.0,3.0,loss
Huesca_LevanteUD,Huesca,LevanteUD,3.0,1.0,win
Huesca_LevanteUD,Huesca,LevanteUD,3.0,1.0,win
LevanteUD_Huesca,LevanteUD,Huesca,1.0,3.0,loss
Granada_Villarreal,Granada,Villarreal,1.0,3.0,loss
Villarreal_Granada,Villarreal,Granada,3.0,1.0,win
Villarreal_Granada,Villarreal,Granada,3.0,1.0,win
Granada_Villarreal,Granada,Villarreal,1.0,3.0,loss
RealMadrid_Eibar,RealMadrid,Eibar,3.0,0.0,win
Eibar_RealMadrid,Eibar,RealMadrid,0.0,3.0,loss
Eibar_RealMadrid,Eibar,RealMadrid,0.0,3.0,loss
RealMadrid_Eibar,RealMadrid,Eibar,3.0,0.0,win
Osasuna_Getafe,Osasuna,Getafe,0.0,1.0,draw
Getafe_Osasuna,Getafe,Osasuna,1.0,0.0,draw
Getafe_Osasuna,Getafe,Osasuna,1.0,0.0,draw
Osasuna_Getafe,Osasuna,Getafe,0.0,1.0,draw
DeportivoAlaves_CeltaVigo,DeportivoAlaves,CeltaVigo,2.0,4.0,loss
CeltaVigo_DeportivoAlaves,CeltaVigo,DeportivoAlaves,4.0,2.0,win
CeltaVigo_DeportivoAlaves,CeltaVigo,DeportivoAlaves,4.0,2.0,win
DeportivoAlaves_CeltaVigo,DeportivoAlaves,CeltaVigo,2.0,4.0,loss
Elche_RealBetis,Elche,RealBetis,1.0,2.0,draw
RealBetis_Elche,RealBetis,Elche,2.0,1.0,draw
RealBetis_Elche,RealBetis,Elche,2.0,1.0,draw
Elche_RealBetis,Elche,RealBetis,1.0,2.0,draw
Cadiz_Valencia,Cadiz,Valencia,3.0,2.0,win
Valencia_Cadiz,Valencia,Cadiz,2.0,3.0,loss
Valencia_Cadiz,Valencia,Cadiz,2.0,3.0,loss
Cadiz_Valencia,Cadiz,Valencia,3.0,2.0,win
Sevilla_AtleticoMadrid,Sevilla,AtleticoMadrid,2.0,1.0,win
AtleticoMadrid_Sevilla,AtleticoMadrid,Sevilla,1.0,2.0,loss
AtleticoMadrid_Sevilla,AtleticoMadrid,Sevilla,1.0,2.0,loss
Sevilla_AtleticoMadrid,Sevilla,AtleticoMadrid,2.0,1.0,win
Barcelona_RealValladolid,Barcelona,RealValladolid,1.0,1.0,win
RealValladolid_Barcelona,RealValladolid,Barcelona,1.0,1.0,loss
RealValladolid_Barcelona,RealValladolid,Barcelona,1.0,1.0,loss
Barcelona_RealValladolid,Barcelona,RealValladolid,1.0,1.0,win
RealSociedad_AthleticClub,RealSociedad,AthleticClub,2.0,2.0,draw
AthleticClub_RealSociedad,AthleticClub,RealSociedad,2.0,2.0,draw
AthleticClub_RealSociedad,AthleticClub,RealSociedad,2.0,2.0,draw
RealSociedad_AthleticClub,RealSociedad,AthleticClub,2.0,2.0,draw
Huesca_Elche,Huesca,Elche,3.0,2.0,win
Elche_Huesca,Elche,Huesca,2.0,3.0,loss
Elche_Huesca,Elche,Huesca,2.0,3.0,loss
Huesca_Elche,Huesca,Elche,3.0,2.0,win
Getafe_Cadiz,Getafe,Cadiz,1.0,1.0,loss
Cadiz_Getafe,Cadiz,Getafe,1.0,1.0,win
Cadiz_Getafe,Cadiz,Getafe,1.0,1.0,win
Getafe_Cadiz,Getafe,Cadiz,1.0,1.0,loss
AthleticClub_DeportivoAlaves,AthleticClub,DeportivoAlaves,0.0,1.0,draw
DeportivoAlaves_AthleticClub,DeportivoAlaves,AthleticClub,1.0,0.0,draw
DeportivoAlaves_AthleticClub,DeportivoAlaves,AthleticClub,1.0,0.0,draw
AthleticClub_DeportivoAlaves,AthleticClub,DeportivoAlaves,0.0,1.0,draw
Eibar_LevanteUD,Eibar,LevanteUD,0.0,2.0,loss
LevanteUD_Eibar,LevanteUD,Eibar,2.0,0.0,win
LevanteUD_Eibar,LevanteUD,Eibar,2.0,0.0,win
Eibar_LevanteUD,Eibar,LevanteUD,0.0,2.0,loss
RealMadrid_Barcelona,RealMadrid,Barcelona,3.0,2.0,win
Barcelona_RealMadrid,Barcelona,RealMadrid,2.0,3.0,loss
Barcelona_RealMadrid,Barcelona,RealMadrid,2.0,3.0,loss
RealMadrid_Barcelona,RealMadrid,Barcelona,3.0,2.0,win
Villarreal_Osasuna,Villarreal,Osasuna,1.0,3.0,loss
Osasuna_Villarreal,Osasuna,Villarreal,3.0,1.0,win
Osasuna_Villarreal,Osasuna,Villarreal,3.0,1.0,win
Villarreal_Osasuna,Villarreal,Osasuna,1.0,3.0,loss
Valencia_RealSociedad,Valencia,RealSociedad,2.0,2.0,draw
RealSociedad_Valencia,RealSociedad,Valencia,2.0,2.0,draw
RealSociedad_Valencia,RealSociedad,Valencia,2.0,2.0,draw
Valencia_RealSociedad,Valencia,RealSociedad,2.0,2.0,draw
RealValladolid_Granada,RealValladolid,Granada,2.0,3.0,loss
Granada_RealValladolid,Granada,RealValladolid,3.0,2.0,win
Granada_RealValladolid,Granada,RealValladolid,3.0,2.0,win
RealValladolid_Granada,RealValladolid,Granada,2.0,3.0,loss
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,2.0,1.0,draw
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,1.0,2.0,draw
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,1.0,2.0,draw
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,2.0,1.0,draw
CeltaVigo_Sevilla,CeltaVigo,Sevilla,4.0,4.0,loss
Sevilla_CeltaVigo,Sevilla,CeltaVigo,4.0,4.0,win
Sevilla_CeltaVigo,Sevilla,CeltaVigo,4.0,4.0,win
CeltaVigo_Sevilla,CeltaVigo,Sevilla,4.0,4.0,loss
LevanteUD_Sevilla,LevanteUD,Sevilla,1.0,1.0,loss
Sevilla_LevanteUD,Sevilla,LevanteUD,1.0,1.0,win
Sevilla_LevanteUD,Sevilla,LevanteUD,1.0,1.0,win
LevanteUD_Sevilla,LevanteUD,Sevilla,1.0,1.0,loss
Osasuna_Valencia,Osasuna,Valencia,3.0,2.0,win
Valencia_Osasuna,Valencia,Osasuna,2.0,3.0,loss
Valencia_Osasuna,Valencia,Osasuna,2.0,3.0,loss
Osasuna_Valencia,Osasuna,Valencia,3.0,2.0,win
RealBetis_AthleticClub,RealBetis,AthleticClub,1.0,0.0,draw
AthleticClub_RealBetis,AthleticClub,RealBetis,0.0,1.0,draw
AthleticClub_RealBetis,AthleticClub,RealBetis,0.0,1.0,draw
RealBetis_AthleticClub,RealBetis,AthleticClub,1.0,0.0,draw
DeportivoAlaves_Villarreal,DeportivoAlaves,Villarreal,3.0,2.0,win
Villarreal_DeportivoAlaves,Villarreal,DeportivoAlaves,2.0,3.0,loss
Villarreal_DeportivoAlaves,Villarreal,DeportivoAlaves,2.0,3.0,loss
DeportivoAlaves_Villarreal,DeportivoAlaves,Villarreal,3.0,2.0,win
Elche_RealValladolid,Elche,RealValladolid,1.0,1.0,draw
RealValladolid_Elche,RealValladolid,Elche,1.0,1.0,draw
